Question,Answers,Category
A depositor has turned into NRI after creating an FD with Bajaj Finance. What happens to his deposit?,"The deposit can remain with us till maturity. However, if the depositor is an NRI on the renewal date, he cannot renew the deposit; it has to be matured. The maturity proceeds will go to his NRO account only. If he becomes an Indian citizen again (for whatever reason) on the renewal date, he can renew his deposit.",FAQ
Contact us,"To know more, write to us at fd@bajajfinserv.in",FAQ
What are mutual funds?,"A mutual fund is an investment option that consists of pooled money from various investors that is in turn invested in stocks, securities, money market, bonds, etc. These investments are managed by well-qualified professionals. Mutual fund comparison can help in deciding between different options. The funds may be collected as a lump sum amount or through a Systematic Investment Plan (SIP), as per the investment objective and strategy of the fund.",FAQ
What are direct MF plans? How are they different?,"An AMCs (Asset Management Company) offer two plans in mutual funds, i.e. direct plan and regular plan. A direct plan is directly offered to the customers by a fund house without the involvement of agents or third-party distributors. Such plans have a lower expense ratio than regular plans. Apart from the expense ratio and its resultant effect on the NAV, everything else stays the same.",FAQ
"What is KYC, and why is it required?",KYC stands for 'Know Your Customer'. It is a mandatory procedure in India that helps financial institutions verify prospective customers' addresses and identities before conducting transactions.,FAQ
What are the documents required for KYC?,Below are the required documents for individual investors:,FAQ
What are SIP and Lump sum investments?,There are two ways of investing in mutual funds – Lump sum and SIP.,FAQ
How and when can I make a part-prepayment?,"You can make part-payment any time after clearing the first EMI of your Flexi loan account.
Follow these steps to make a part-payment:",FAQ
Do I have to bear any prepayment charges?,Part-payment charges applicable on various products are mentioned below:,FAQ
How do I make an advance payment?,Follow the steps below to make an advance payment:,FAQ
How can I make an overdue payment?,Follow these steps to make an overdue payment online:,FAQ
How do I change my EMI due date?,"Currently, there is no option to change the EMI due date.",FAQ
What is my part-payment limit?,"There is no upper limit to the part payment you can make. However, the daily NEFT transaction limit is predefined by your bank in case you are making a part-payment of above Rs. 20,000. In such a situation, please check the limit with your respective bank.",FAQ
What will happen if part-payment is made by cheque during the presentation period?,"If a part-payment is made by cheque during the presentation period, the effect of the same shall reflect from the next EMI cycle.",FAQ
Where can I find answers to FAQs about the Wallet app?,Find answers to all your Wallet app-related queries here.,FAQ
I am a SuperCard customer. I’m looking for answers to queries about credit cards. Where can I find them?,You can find answers to all your SuperCard-related doubts here.,FAQ
How can I get my certificate of insurance?,"Your policy document/certificate of insurance is dispatched or emailed by the respective insurance company (Bajaj Finserv partner) within five days of policy issuance. If you have not received the policy documents, please raise a request by clicking here.",FAQ
What is the difference between insurance surrender and insurance cancellation?,"A policy can be cancelled within the prescribed free-look period only, as per the terms and conditions. Only a life insurance policy and some health insurance products may acquire a surrender value post the free-look period. When you surrender your policy, you are breaking your contract. The insurer has covered your risk so far, as well as incurred management expenses in maintaining your policy. Thus, you may receive only a portion of what you have paid as the premium, depending upon the policy terms.",FAQ
How to get a refund against insurance cancellation?,The concerned insurance company processes the refund for your insurance policy within 10 working days of registering the request. The refund processing time depends on the mode of application and the terms and conditions of the insurer.,FAQ
How can I register a general insurance claim against the product or asset purchased?,The Certificate of Insurance (COI) provided by your insurance company mentions their helpline/customer service contact details for registering a claim against the policy. You may refer to this to execute your asset/ product claim registration.,FAQ
When will my CIBIL report be updated?,"Your CIBIL report will be updated by the 18th of every month, after EMI payment or loan closure.For any other CIBIL related queries-click here.
",FAQ
How can I raise a request through My Account?,"If you are not satisfied with our answers to your query, please click here to raise a request.",FAQ
